bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
0A24:007E:0736:0079,Ruthimr Sector,Yartlas-Tolue,09C1:007B:0958:0077,Madzhi Mass,Kopyor-Ximund
0A25:0080:03F0:0079,Sanood Spur,Aeonte-Saoto,0C83:0083:0851:0072,Invenoc Terminus,Amisaki
0A27:007C:0651:0079,Avyris Terminus,Natukhl-Trat,081D:007C:0AAA:005A,Risonmae Instability,Machir
0A2A:0082:0E3C:0079,Grbors Terminus,Agakhar III,0477:0083:027C:0041,The Arm of Manacent,Shlido-Aca VI
0A2B:0082:0829:0079,Puggirya,Lejaldef,0757:0080:0A01:006D,Sea of Uqulel,Yaitac-Eoa
0A2D:0082:0D3C:0079,Hemedete Adjunct,Eistonm-Akyu XIX,0272:0082:071C:0008,Syrainag Instability,Iokawa I
0A2D:0082:0DA1:0079,Powendaq Mass,Rouravlo,0BFE:007D:038B:002E,Powendaq Mass,Rouravlo
0A2E:007D:0760:0079,Vivivi Sector,Oyangxi-Bar,06AD:0080:09C3:0072,Zogana Void,Newhav
0A35:007C:0242:0079,Erxiaohu Shallows,Onnustry,04AB:0081:02E6:0048,Thseba Conflux,Onnustry
0A36:007C:0B03:0079,Fossians Boundary,Yaitomio IX,0469:007B:072C:0051,Befandza Conflux,Ogngour-Mavik
0A38:007E:08EB:0079,Wiladyan Anomaly,Taluxain,09FE:0082:0938:006B,Nalunay Cloud,Ubinov
0A38:007E:0E3F:0079,Dagaean Nebula,Ryenns,021C:0080:0512:0045,Teskyan Mass,Ryenns
0A39:007E:07BD:0079,Luitar,Piporozawa III,08EA:007D:0605:005F,Luitar,Piporozawa III
0A3B:007F:0861:0079,Ogowdav Instability,Gantau,0A09:0081:08D4:0074,Uenckee Conflux,Toonir-Yatto XVIII
0A3D:0083:0D19:0079,Orocto Nebula,Runaeane,0D40:007D:0659:006C,Ceynenena Adjunct,Ivssyst
0A3E:007C:0E28:0079,Oembis Quadrant,Fofalosai,0E7A:0081:079B:006F,Kuxiao,Barkuta-Inst
0A3F:007D:0522:0079,Risoch Boundary,Ucuhshev,058B:007C:0A9C:002F,Fifmanp Nebula,Inzadg-Sacowe
0A45:0082:0D27:0079,The Arm of Wickier,Edgrei-Mil,03F1:0082:0428:000A,Xocherb,Tovenyev XVII
0A46:007A:02E8:0079,Olisha Expanse,Duyatsk,0BCC:0082:0C00:0029,Oeiela Conflux,Hitinsky
0A48:0081:0756:0079,Aoishn Quadrant,Ilkarm,09EC:007C:0949:0052,Kacincat,Abjaudi-Gama
0A49:007D:091C:0079,Powylula Void,Anovomo-Tona,05F1:0080:069A:0046,Ovalil,Hockford
0A49:007E:06A2:0079,Cimmono Anomaly,Riqeqch-Bijoi V,0573:007D:077A:0064,Cowliu Cluster,Sagahayas
0A4C:007B:0671:0079,Haytha,Quelyn XVII,06D6:007D:0A73:0062,Sea of Lorunch,Iutannur Il
0A4C:0084:0625:0079,Aukheik,Anoyab-Munan,070A:0082:0ABA:004A,Aukheik,Anoyab-Munan
0A59:0083:0DE9:0079,Hayken Mass,Nokannsoh,0211:007E:0A25:0032,Oskimo Nebula,Yonaka-Meyam XVIII
0A5D:0080:0E08:0079,Navans Cluster,Elegze,0CCC:0081:0C44:0038,Zicatsiyam,Riplaceri
0A5E:007F:050F:0079,Kewelc,Iuehil,0975:007F:0B6A:0039,Skamund Anomaly,Tetmalo
0A61:007C:0859:0079,Ioharwa Adjuct,Odtorno-Rapul,066B:007C:0642:0055,Divitta Anomaly,Rebenta
0A61:0082:09E1:0079,Lophaet Instability,Comarg-Ganmou,05E4:0082:0A1A:003B,Wixing Spur,Echovi-Noraj
0A63:0081:01AA:0079,Habetsesur Band,Naysair-Lad XIV,06F8:0080:015D:003C,Kunoira Boundary,Naysair-Lad XIV
0A66:0081:01F9:0079,Idubhe Cluster,Jibout,026D:0080:0B30:006E,Igamudh Spur,Tateyr-Keyot IV
0A69:0080:0B96:0079,Motidind Spur,Uayoti,0434:007C:09F1:0065,Afreenpe,Virsan VII
0A6B:007C:0962:0079,The Arm of Uxforra,Zurumo-Vigor,0AB7:007B:0837:005E,Gusmitusa,Qagbun-Kutnin
0A74:007E:06BB:0079,Akyana,Nemans-Porki,0802:0083:0AB3:0055,Akyana,Nemans-Porki
0A74:007F:043B:0079,Runutli Anomaly,Nomatsu XI,0B48:007E:0AFA:004C,The Arm of Awilla,Denovskyv IV
0A75:0081:0F32:0079,Eelewis Spur,Potelsi,0F1E:007D:0A7A:0078,Eelewis Spur,Potelsi
0A76:0081:05A5:0079,Zinqanget Sector,Hannield,07C6:0080:04A9:0068,Ouvarshor,Esaudiov XVIII
0A77:007C:07DE:0079,Guynnako Terminus,Ewbury-Rudiac,05D6:0081:06EF:0063,Vumanu,Luganie-Uen
0A84:007C:0B57:0079,Fitajip Shallows,Mizomea-Osuka,0A8C:007E:0B3D:0047,Fiessac Instability,Idcotg
0A89:007C:065C:0079,Aggaimar Spur,Fackelt,0AF4:007F:07CB:003B,Swaras Anomaly,Lazovaya
0A8C:007B:08F1:0079,Puccio Nebula,Sekinazai,0A8D:007D:0742:0051,Wezium Band,Moonth
0A8C:007E:0B3D:0079,Fiessac instability,Wanarau,09AC:007C:044C:006C,Buffont Terminus,Huseter
0A8D:007D:0742:0079,Wezium Band,Limberna,06DD:007F:0A54:0074,Bitetetia Void,Argoin-Besti
0A90:007B:025E:0079,Kuwacahthy Shallows,Lizhuma IV,0D4B:007F:04EC:0048,Bebywil,Inshik
0A90:007B:02B6:0079,Hajna Adjunct,Juenjin System,02AA:007F:05AC:0035,Ettensol,Lapinsk-Leah II System
0A95:007D:0CBB:0079,Thsebatob,Ooafell-Imen IX,058A:007B:0342:002F,The Arm of Joserap,Uokazo
0A9A:0081:0C57:0079,Cuculayan Void,Ulchame,0B0B:007C:0408:006C,Gutsibliv,Suzawar-Tefur
0A9A:0082:0E11:0079,Ofskowa Conflux,Ehuizhego,088C:0081:0E84:0054,Voyssal Anomaly,Ehuizhego
0AA0:0080:0D39:0079,Ayrhoff Expanse,Sisiaoj,0DB8:0081:070C:0003,Uylkaid Fringe,Sisiaoj
0AA2:0082:0A6E:0079,Yodpori,Dachig,04D7:0082:0991:0055,Ahrell Spur,Nellin
0AA3:007E:0902:0079,Cekremov Cloud,Iotapleb,053F:0080:07BA:0071,Numateir,Duchuhanz
0AA3:007F:022D:0079,Raxisr Fringe,Ferast-Siv,02CB:0081:0B9D:0016,Yikroldt Terminus,Yogeyski IV
0AA5:0080:06AA:0079,Seducae Conflux,Yolaas,0602:007B:0A1B:006E,Ququite Boundary,Yubameya
0AA6:007D:020C:0079,The Arm of Iarigch,Ojosea,031F:007E:0C38:0073,Kemingt Quadrant,Taorda-Iash
0AA9:007D:0696:0079,Oztocu Nebula,Akkaiw-Ronye,0A4D:0083:0626:0051,Oztocu Nebula,Akkaiw-Ronye
0AAA:007C:0157:0079,Otenajeri Void,Gubkino-Fund,0695:0081:0EF9:001D,Otenajeri Void,Gubkino-Fund
0AAA:007F:0C25:0079,Emwezit Expanse,Ahshiayu,0BF6:0083:0529:0036,Emwezit Expanse,Ahshiayu
0AAB:007E:0A59:0079,Diebeg Nebula,Oboriy,0711:007E:04A0:005C,Ietyas Nebula,Yalugan
0AAD:007A:09DA:0079,Ilokarba Void,Attega-Aiwak,0968:0082:0ADE:0051,Ilokarba Void,Attega-Aiwak
0AB4:0082:06ED:0079,Rigoulyd,Agawar-Tafj,08C6:0083:0ABC:005E,Jisenae Band,Oydosie
0AB5:0080:0B8C:0079,Juminus Boundary,Jonanag XI,05C1:0080:0BCA:0056,Owleyz Quadrant,Minenoakl
0AB5:0082:0570:0079,Ebigel Nebula,Novatel,08E7:007C:0472:0052,Molial Anomaly,Tuenno-Lit
0AB7:007C:0837:0079,Olcheim Void,Urbaja-Dels,0A49:007D:06A2:005C,Tuseyen,Hikhabark XIII
0ABB:0080:05F9:0079,Udavan Conflux,Ifengzohou,0B2A:0080:06ED:003E,Rourba Conflux,Shmani II
0ABC:007F:0BA6:0079,Uyrenut Spur,Arzawa-Inq,04D2:0082:0B31:0041,Maquaraba,Naxokin VIII
0ABC:0081:0B6A:0079,Sea of Petlya,Sovere-Ozdo,0743:007C:0C40:0065,Defrede Expanse,Quogehet X
0ABC:0083:0DAE:0079,The Arm of Nagyear,Lesonatu,041B:007F:0CE6:0001,Wibusch Void,Guchim-Rigon XVI
0AC0:007B:0DD3:0079,Doxust Sector,Doinkar IX,0557:0082:0DCE:0041,Seusscah,Hokonan-Aebay
0AC4:007B:01B0:0079,Sniarokop,Honyme,07AE:007C:012A:0005,Seyuji Band,Honyme
0AC4:0080:0362:0079,Pruydor,Neryolkov III,0BBF:007F:0438:002F,Loduria Spur,Luoviks-Glori Vill
0AC4:0081:0862:0079,Uhrman Void,Adsfor-Mebo,0A27:007C:0651:005D,Avyris Terminus,Dalaki-Hivi XIX
0ACA:007B:03D4:0079,Usubikud Adjunct,Doushu-Teya,0BCE:0082:04D7:0042,Sea of Zabekre,Ednogor
0AD4:0080:0A00:0079,Ibadil,Yakhod,0A76:0081:05A5:0059,Zinqanget Sector,Vegacl-Amot
0AD9:007B:0D65:0079,Erquez Expanse,Altaye-Hedis XIV,04DA:0083:0D2A:0027,Wiyndohs Mass,Liehbo-Qugce
0AD9:0081:0DF1:0079,Adkemp Cluster,Umadaijy,0E71:007C:06EA:0032,Eibtrei Conflux,Umadaijy
0ADF:007F:070C:0079,Iuheimo Anomaly,Wachin-Ciang XIII,0AE6:007C:089E:004C,Gaparan Void,Nenirkk-Osh
0AE1:007C:089D:0079,Hurssong Expanse,Nagraviang,0955:007E:0571:0074,Ulmiri Spur,Obeokazom
0AE2:0081:0BE7:0079,Awayik Conflux,Dolmas V,036D:0082:0974:0041,Exovisi,Ekinos XIV
0AE4:007B:054F:0079,Wiiovlou Anomaly,Kamskyv-Ugil XIII,05F3:007C:04B0:004E,Jesterra Fringe,Tutsburba XVI
0AEA:007C:01D0:0079,Waskyoli Terminus,Tiprakh,0B94:007F:023B:0002,Navishcor Spur,Tiprakh
0AEE:007B:08EF:0079,Horliobel Terminus,Dashelo-Gegn,0550:0082:0962:0043,Kudovii Mass,Itogor-Dit
0AF0:007B:02B9:0079,Jaquech Cluster,Arkhar,02D1:0082:0AFC:003B,Ikdalyak Boundary,Dioscu XII
0AF0:007E:075C:0079,Sea of Izcate,Evarty-Bagh,08CB:007D:0528:0049,Iaurua,Gagsgerd
0AF1:0083:0E16:0079,Yuvatik Quadrant,Onubre,08EC:007E:0EA3:0042,Eotogn,Iihuizh-Uzaki
0AF2:007E:0985:0079,Exblair Cloud,Riokakyot,0B12:007D:06ED:0059,Civelni,Elniki-Niv
0AF3:007F:07CA:0079,Ulcatruc,Sisiiu IX,0786:0081:0523:0056,Pechaen Boundary,Enworton
0AF5:007D:0D22:0079,Dexter Conflux,Fusgnup-Odgo,043F:007C:0C84:0031,Usbachi Expanse,Fusgnup-Odgo
0AF6:007D:04BE:0079,Hiyyamil,Higash,0BD0:0081:05EE:0058,Esuvan,Zaoyou-Kals
0AF6:007E:074C:0079,Obsoni Boundary,Yedexo-Fukan,09D9:0083:05A8:005B,Exejtol Quadrant,Kureri-Frsa
0AF6:0082:0B1C:0079,The Arm of Thlinja,Riumhen-Slam XVIII,0C32:0082:0767:0034,Siaves Fringe,Huanpinn VIII
0AF8:007D:0243:0079,Hyiarum Nebula,Panzha-Hachar,0303:007D:0C04:0038,Ectrod,Izelez-Onbet IV
0AF9:0081:03E0:0079,Apsarra,Upanunsh,0CEA:007C:06F7:0039,Funavo,Yesbill IX
0AFB:007D:0C6A:0079,Tomenumce Sector,Hifnald,0C4D:0080:04F6:0067,Sea of Gahband,Ogzemdu-Zamo
0AFD:0081:0BA9:0079,Gajdev Instability,Unnalm,098F:007C:0C68:0017,Oupoffu Quadrant,Rigyrosep
0B00:007E:0704:0079,Ceosair,Elussap,0706:0083:050E:005D,Mizete Mass,Enokumsk
0B02:007B:028D:0079,Koserc Instability,Kuominqew VI,0E1C:007F:0734:0034,Onezganc Shallows,Ubtannu
0B04:007D:0AFB:0079,Ballia Fringe,Ionente,0A84:007C:0B57:0034,Fitajip Shallows,Amarkh-Taak
0B04:0081:06A1:0079,Anwu,Nupinni-Bikik XII,0751:007E:0B2E:0048,Dingto Shallows,Lelinfe
0B06:007D:0DF8:0079,Ekfursi Terminus,Kohnyev I,0207:0080:0AE9:0021,The Arm of Uileyz,Egawaniw
0B08:007D:0D58:0079,Cinoshco,Yisayan II,0AD7:007B:0D63:0021,Sea of Shcuhem,Iagorle-Guis
0B08:0083:0BC7:0079,Onmatu,Putesahoh VII,0BA8:007E:04E6:001E,Duathul Spur,Rugsvu
0B0E:007F:0CF0:0079,Lazkove Conflux,Katromemo,025C:007D:091D:0067,Vegalu Cluster,Katromemo
0B0F:0080:0BED:0079,Istandu,Ukhumie,0CE6:007C:0798:0065,Hurlindboh Boundary,Itnesv
0B12:007D:06ED:0079,Civelni,Surgat,0505:0082:06D6:0049,Fawambi Shallows,Hogato-Arzaw
0B18:0082:0494:0079,Tiusie Boundary,Ashikaich,0B8B:0082:0525:0055,Tiusie Boundary,Ashikaich
0B1B:007B:0DCF:0079,Sofano Shallows,Toprud,0322:007D:03A1:0019,Onzona Fringe,Atagashir
0B1B:0081:0B6D:0079,Glosad Conflux,Kivius I,0ABC:007F:0BA6:006D,Uyrenut Spur,Elunag
0B1F:0080:052D:0079,Sezpilip Spur,Arkadn-Ifan VII,0640:007E:0BC3:0045,Urawng Void,Koyunni-Panog XIV
0B23:0080:08F3:0079,Taushi Conflux,Uyevsk,07D2:0081:04C8:004D,Lenorsceh,Otdaykh-Tui I
0B25:007A:072A:0079,Aubaus Instability,Pagater-Kosam XI,05AA:007E:0A2C:006E,Torenti Fringe,Asennu
0B25:0080:0D2A:0079,Dasayeka Instability,Edgart-Udkat,0601:007D:0DA6:0041,Mahire Nebula,Edgart-Udkat
0B28:007E:062D:0079,Yuinca Anomaly,Aywarr-Alnar XV,0B90:0082:0855:0074,The Arm of Udtianot,Arskyv
0B2A:0080:06ED:0079,Rourba Conflux,Batavil,0B23:0080:08F3:004E,Taushi Conflux,Lukevins XVI
0B2D:0082:0C3D:0079,The Arm of Aszelaba,Guanba-Teye,0472:0080:0BDB:003A,Qianga Nebula,Tasettin
0B39:007C:0D0C:0079,Keyani Anomaly,Ingulu,0BC8:0080:0C90:004C,Tepawe Fringe,Vigdaijy
0B39:007F:075F:0079,Awskyl Instability,Iharashi,04C6:0080:07F1:0060,Hyushj,Deyrar
0B3A:0082:0D77:0079,Cranya,Diowsh-Kuhilk,0BC2:0082:0D0B:003D,Itform Terminus,Ussaim-Sara
0B40:0082:0C45:0079,Rifunji,Siring-Aldra,0CE0:007D:05E2:0016,Alpheuv,Telebecci
0B47:007C:0707:0079,Yumpethg Sector,Endavel XVIII,093A:007D:04DE:0035,Ouyenkaid Boundary,Furait IX
0B48:007E:0AFA:0079,The Arm of Awilla,Iglazo XIII,0ABC:0081:0B6A:0028,Sea of Petlya,Koyleign
0B56:0080:0C0B:0079,Cinephim,Rocoulsed XV,0672:007D:030D:0069,Oktista,Detasafn VIII
0B5B:0082:0762:0079,Eareka Terminus,Ouningil,09BF:0081:0521:0035,Eareka Terminus,Ouningil
0B5F:007C:0C47:0079,Olayar,Shengf-Nahusn XI,0A95:007D:0CBB:0041,Thsebatob,Eposit-Haylo
0B5F:007E:0392:0079,Iorumit Shallows,Gacakams,03E0:0081:0BA6:003A,Rukundja Adjunct,Uzentsu-Sahik III
0B5F:007F:08B2:0079,Gotova Conflux,Pochelo-Dia,0637:007D:0AE1:003D,Aprahm,Illunnan
0B60:007B:056E:0079,Mebikabi Terminus,Imaseboul,08DB:0080:03E7:0053,Hezato Cloud,Rayskijik
0B64:007B:0341:0079,Udikols,Praktot,069C:007E:0263:001D,Sobenia Spur,Icherjo
0B68:007C:04FF:0079,Quchick Band,Iotsuch,0750:0080:0C6D:0053,Kormt Cluster,Medlundi
0B71:007C:0D21:0079,Sienek Terminus,Omichi-Udge,01EB:007E:08C3:001F,Kogapas Void,Kostand-Ladom
0B71:007D:08D0:0079,Tathaghis Sector,Lilahsh,055B:007F:0A44:0039,Aykende,Ubrity
0B74:007B:0999:0079,Uamtinr,Duyurta X,0540:0082:0A8E:002B,Yiptisshi Fringe,Navisniv
0B76:0076:0249:0079,Cidaning Instability,Daukti,0E00:0082:0ACE:0002,Dunesra Terminus,Lesvolski
0B76:0076:024A:0079,Werrae Boundary,Kozmod,084E:0080:0E9C:002F,Innits Cluster,Jibour
0B76:0076:024B:0079,Zingsabur Adjunct,Okuchi-Ezus VII,024C:007E:0B59:005C,Olbecq,Padalgov XI
0B77:007C:0AC0:0079,Thaltdo Mass,Ianatu ,03AB:007C:0898:0037,Lawait Nebula,Isoitur-Tumi
0B7C:0081:0D3A:0079,Babalad Cloud,Yigiana,0B02:007B:028D:0066,Koserc Instability,Dakyunna XIX
0B83:0080:08CA:0079,Racadyavs,Seiyos I,0B71:007D:08D0:005E,Tathaghis Sector,Oisanyuan XVI
0B89:0081:0AF3:0079,Rexiant,Sparta-Ript,0B69:007C:0500:0078,Nuglievae Instability,Kungolin
0B8A:0082:0524:0079,Badistipoo Boundary,Tomisat,03A9:007C:06D7:0058,Badistipoo Boundary,Tomisat
0B8D:007D:09F7:0079,Aymiro Band,Duibuq XV,0BC1:0082:069B:0037,Hercior Cloud,Tasyala-Yikh XVIII
0B8F:007F:0923:0079,Inayik Terminus,Ibusuka,052F:0081:05A0:005C,Grzite Sector,Yalihs-Azome
0B8F:0082:0855:0079,Sea of Tiuhei,Aagenei-DubonnXIX,0627:0083:0502:006F,Ifjarugi Boundary,Ohalip
0B91:0082:06FF:0079,Inusan Expanse,Guisias-Fangq XIll,04E9:0080:09F0:0066,Inusan Expanse,Guisias-Fangq XIll
0B94:007F:023B:0079,Navishcor Spur,Riholmav,0E5F:007E:0A27:0028,Kustarov Boundary,Riholmav
0B94:007F:023C:0079,Exalke Shallows,Fiyysinspe,0156:007F:08E8:0063,Muikuo,Fiyysinspe
0B94:0080:023B:0079,Potrim Quadrant,Dayzhera,03A7:0081:0D21:006F,Kumatt Band,Dayzhera
0B95:007F:0239:0079,Cuzcorrh Band,Kuchibar,0C72:007F:02F1:0052,Enluorg Sectior,Olvigchyh
0B97:0081:03FA:0079,Unkanek,Ortaur-Irust,0AFC:007E:0C6B:0020,Jivani Boundary,Vuholderg
0B97:0082:02ED:0079,Gaarhong Fringe,Glhaze-Llib,0A35:007C:0242:0066,Erxiaohu Shallows,Glhaze-Llib
0B99:0080:05CD:0079,Afquesti,Offent-Shli,03D6:0082:07E3:002F,Jeonpa Shallows,Jomdall-Avino
0BA0:007D:0D18:0079,Tiquitan Nebula,Tudagu-Socyke,03A8:007C:038F:000D,Iadjan Conflux,Oribet
0BA1:0080:0C0E:0079,Solchir,Impurusal,0AC3:0080:0361:0069,Ehtarba Sector,Uerliaoc
0BA2:0081:0204:0079,Dabaei Anomoly,Auktti-Plak,0EDF:0082:0701:0008,Wemoolo,Syalath III
0BA2:0082:0203:0079,Otlehol Mass,Triptum VII,0C72:007C:02A8:0013,Krolokarm Boundary,Shistra-Okam XVIII
0BA2:0082:0204:0079,Masbong Cluster,Paporoza System,0665:007D:0EBF:004F,Batlipne Cluster,Hytaikal System
0BA2:0083:0204:0079,Nufayer Band,Ritovod Mad III,088F:007D:0EEB:0022,Codosh Sector,Ianetias 
0BA3:0082:0206:0079,Veques Band,Raitifalc,0CB2:007D:02E2:0001,The Arm of Yecocel,Kerkham-Kif
0BA4:007E:04E9:0079,Abbelgu Nebula,Ascent-Sudon,0724:0082:035D:0068,Egonne Mass,Odegaw
0BA4:007F:0845:0079,Xisanna Conflux,Udanya,0648:007C:0B28:0047,Sukuna,Hoyarn-Ojiao
0BA5:007B:0E49:0079,Kaplane,Runingbo XIII,05B3:007D:0129:003D,Xuchespe,Raquit XVI
0BA6:007E:02C8:0079,The Arm of Gugarrh,Omning-Iry,08F3:0083:01C1:0016,The Arm of Apinze,Omning-Iry
0BA9:0082:0333:0079,Nitethoyrna Adjunct,Atssan,0553:0082:0D5A:000A,Ludonna Conflux,Ombula
0BAD:007B:0883:0079,Lepoman Expanse,Minama-Unech,0BA4:007F:0845:005B,Xisanna Conflux,Luguay
0BAF:007B:0695:0079,Niselug Band,Kukiha,08DB:007F:0BCA:0054,Sea of Ocidia,"""Awukoup-Renns"""
0BB2:007D:0BFA:0079,Rohlad,Baraki XI,0C04:0082:0B8F:0058,Twhisl Void,Masuga-Proly
0BB6:007E:0908:0079,Sea of Zagostee,Nagrad-Dito,0898:007F:0BC0:002A,Ugduni Void,Ebloss-Lonez
0BBD:007B:068F:0079,Jeaume Sector,Yunuuraya V,0BB0:007B:0695:0031,Adbadimo Mass,Gasiivi
0BBF:0080:0438:0079,Cokwusum,Bikina-Nanosk VI,088B:0082:0D3B:0054,Sea of Judiki,Leethry-Flag I
0BBF:0082:0D07:0079,Muhackwe Boundary,Ebinami-Regiye,03D7:0082:0360:0056,Wurubbolo Void,Udoinc-Ommu
0BC0:0080:0C48:0079,Seburby Adjunct,Atokin-Fisvik,0A45:0082:0D27:0057,The Arm of Wickier,Ooginone
0BC1:0081:069B:0079,Yobranka Spur,Yosskolam,0AE4:007B:054F:002F,Wiiovlou Anomaly,Digove V
0BC4:007E:040B:0079,Pitjak Quadrant,Hitelizo,09E3:0081:02EE:0027,Pitjak Quadrant,Hitelizo
0BC4:0082:0C60:0079,Dornisb ,Okhovs,068C:007E:0D88:0022,Sea of Alejeti,Gacung-Vifar
0BC7:0080:0C90:0079,Uxelaod Boundary,-nstuld-Myrona,045B:0081:0C9C:0008,Rotmile Mass,ushio-Nom XIV
0BC7:0081:05C8:0079,Soberg Terminus,Ervomon-Tirri,056D:0081:0B7A:002F,Soberg Terminus,Ervomon-Tirri
0BC9:007F:0E4C:0079,Lefryes Void,Poetogut,0357:007E:0261:002E,Citiusha,Ibeytz
0BC9:0082:0BFE:0079,Sea of Meichen,Vatezh,0B5F:007C:0C47:001B,Olayar,Oqoidel XVIII
0BCA:0082:04DA:0079,Erpino Cluster,Akyung-Neburg,0B0B:0083:0BCB:003A,Tecomic Adjunct,Zohiyev
0BCA:0083:037D:0079,Obgense Terminus,Dagest,0236:0082:073B:001C,Pitesh Instability,Soriange
0BCB:0082:0BFE:0079,Lazque Fringe,Ranforain XIII,0C2C:007D:0480:0070,Aoraja,Oshorn XVI
0BD0:0081:05EE:0079,Esuvan,Wuxuesti XVIII,0911:007C:03DA:003D,Aykenz Expanse,Sakuni-Kob XVI
0BD3:0083:0AE2:0079,Kutsyines Conflux,Elby-Meyam XIV,0AFD:0081:0BA9:006C,Gajdev Instability,Yoldefo II
0BD4:007C:0AA9:0079,Sea of Cuybere,Goyerk,0B8A:0081:0AF3:002F,Cidust Conflux,Tansky-Regio
0BD9:0082:06BE:0079,Gosthembu Cloud,Fenorynt,04EA:0081:0A86:006D,Sea of Uptarck,Eapoluch
0BDC:007E:06FC:0079,Acorni Cloud,Refolke,0556:007D:0AE3:0063,Ehsier Instability,Tondaba XIV
0BDC:007F:0D42:0079,Onjulang Band,Borong-Runi,0923:0082:0E5D:0045,Onjulang Band,Borong-Runi
0BE1:007F:0576:0079,Uijsenl Fringe,Moding-Amot,0BFA:007F:05BD:0041,Sea of Fitetroo,Iashin
0BE2:007C:0AB7:0079,Gadals,Xexunf-Aloya,09FC:007C:0C3D:0043,Fuglaj Fringe,Momotriy XVIII
0BE6:007B:0D42:0079,Laoday,Spolzh,018B:007D:08BD:0027,Aszela Adjunct,Udymukar
0BEB:0080:0205:0079,Goffat Adjunct,Igusuki-Otan,01C5:0080:049E:005C,Daperatch Mass,Quihomaa
0BEC:0080:0D86:0079,Hivkata,Kedation,0147:0080:07FC:0054,Hivkata,Kedation
0BEF:0081:0765:0079,Soukha Anomaly,Areche V,0492:007E:09E8:004D,Ladwilc Sector,Avyury XVII
0BF7:0083:0529:0079,Sufilma Fringe,Niyevo,0CB3:007F:090E:002C,Sufilma Fringe,Niyevo
0BF8:0080:04D4:0079,Loxuiaros Adjunct,Yalinfeng,0AC6:007B:03D0:0043,Lizbeket Cluster,Yokoyen V
0BFA:007F:05BD:0079,Sea of Fitetroo,Oigaura IV,04D5:007E:0B38:005A,Eyevir Spur,Irongd-Hars
0BFD:007D:0389:0079,Coells Anomaly,Ilskyvi,054F:0080:0D48:002B,Coells Anomaly,Ilskyvi
0C00:0082:0506:0079,Buyelle Conflux,Ixaras,0AAA:007F:0C24:003E,Buyelle Conflux,Ixaras
0C04:0082:0790:0079,Anaugi Terminus,Itoigashi XIV,0BEE:0080:0764:005A,Juttusi Cloud,Senism IX
0C05:0081:0548:0079,Efniss Conflux,Aitung,0BD3:0083:0AE2:0043,Kutsyines Conflux,Moyrnaeanu I
0C07:007E:0890:0079,Godravidub Spur,Orumgil-Sama,0BBE:007B:068F:0041,Yedamniez Expanse,Todate IV
0C13:007C:0288:0079,Crevitz Terminus,Hiwakoga,0672:0081:016B:004A,Gagoryen Conflux,Oriedo-Neri
0C16:007E:0640:0079,Nebotr Spur,Lulninal,03CD:007E:06B5:003D,Xigroes Conflux,Iomiya
0C17:007F:0C0D:0079,Filhin Adjunct,Wulandai,0CF8:007C:0535:003A,Filhin Adjunct,Wulandai
0C18:007F:0B14:0079,Eginano,Magaru-Tisya,0615:007F:0CAF:005F,Jeymil,Lulninal
0C1B:007E:0479:0079,Rimuka Cluster,Luskoog,02CD:007F:0952:000F,Caecimmo Boundary,Yirnyevoik Il
0C21:0087:0001:0079,Lityson Void,Stmindyau X,0FFE:007C:0445:0078,Rijimo,Loytami-Koogi
0C22:007B:0280:0079,Yukall Fringe,Endelaby,01F3:0082:04D7:0027,Jisuzu Terminus,Vinosla-Hofs IX
0C22:007B:0281:0079,Eochoer Cluster,Kochitoi X,07F9:007F:012F:0054,Osberish Terminus,Ukaist
0C24:0082:08F3:0079,Guglesau Fringe,Yazyakht XVIII,03E5:007B:08E5:0026,Reffey Band,Naborys
0C2A:007D:0482:0079,Caffro Anomaly,Eksitu-Pis XIX,0B41:0082:0C47:0016,Anfogn Spur,Imenxia-Luk
0C2C:0081:0C3F:0079,Eipekias Terminus,Vuykelor,038B:007B:041E:0002,Dwingt Instability,Ivliser
0C2E:0081:02F4:0079,Yermane Quadrant,Exexundui,0E7F:007D:07DF:000F,Cruita Sector,Exexundui
0C32:007E:02CC:0079,Uayayp,Elnitsuen,0E9D:007C:08B4:001F,Yankaya Sector,Elnitsuen
0C32:0082:0765:0079,Buhotin Conflux,Azhuzh II,0B41:0082:0560:0046,Rodense Cloud,Aceylevo IV
0C35:007D:08E9:0079,Aldense,Erfisk XVI,0B05:007D:0AFC:0031,Shpako Terminus,0ceric-Mikon VII
0C39:0080:030C:0079,Uencoo,Ambase,0E73:0081:07EF:002C,Pekijingr Instability,Ambase
0C3B:007D:0AFE:0079,Quveamari,Elinen-Kuturk,0C18:007F:0B15:0035,Vuiaba Instability,Avoikh
0C3E:007D:0502:0079,Tejalvo Instability,Tafjogu-Kadal,0C7D:0082:0581:002C,Rikramn,Eenburfo
0C3E:0081:02E5:0079,Sianseide Shallows,Motransk XII,0278:007F:046D:0025,Ejicalov Expanse,Kegaur-Avya
0C42:0081:0BD2:0079,The Arm of Taffuc,Bajamed,0A2D:0082:0D3A:003B,Mapzind,Erquist
0C43:007C:063A:0079,Famakapp Cloud,Gaokai-Haut,0395:0081:06DC:004A,Thfusso Mass,Noslemp-Ludao
0C46:007E:06CE:0079,Iwoboffi,Rettara,0BC8:0081:05CA:0038,Iwoboffi,Rettara
