bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
0E59:0083:08BC:0079,Jukisen Expanse,Elektr,0BF5:0082:0CF3:0013,Zehkovs Conflux,Sionic-Nagi
0E5A:0081:0965:0079,Taxono Shallows,Onjukuil VI,021A:007E:0562:003E,Aurna Anomaly,Liehbo-Flev
0E5B:0080:06F7:0079,Secabshia Cloud,Lillurod,01F4:007F:0A15:0001,Faylory Quadrant,Rygianes
0E5C:0081:08DC:0079,Roclaund,Icussicy,0785:0080:01A9:0074,Hibaro Conflux,Yudawaxu VII
0E5D:007B:0ADB:0079,Matradf Band,Yawase,0520:007B:0E4A:005D,Pokiniob Fringe,Amcangbo
0E5D:007C:07B1:0079,Kuschiwe Void,Nukiha-Ewo,0DC1:007E:0A97:0053,Jarmeyr Conflux,Yusvardve
0E5D:007C:096F:0079,Sea of Waolat,Asogbao V,053D:0082:0225:0040,Pigest Cloud,Yestikeak
0E5D:007F:0731:0079,Ropeli Cloud,AGT Ofallrin FIN131 BHS,0E3C:007E:06B7:0001,Grusho Fringe,AGT Vanthorn XI FIN132 BHD
0E5D:0081:0669:0079,Gatolla Terminus,Zehagyu I,0432:007B:0D46:0043,Urhians Cluster,Odeter-Pon XIII
0E5E:007F:055A:0079,Pukinyin,Kumois XI,06D7:007F:0EBC:0055,Iebici Nebula,Mutnik
0E5E:0080:080D:0079,Edwind Terminus,Brezel037,0D4F:007E:0499:0074,Jokmanc,Exhamp
0E5E:0081:0A28:0079,Otagete Expanse,Jortiskl,0693:0080:0179:0009,Udaimo Cluster,Ognumi-Suwan
0E5E:0082:095B:0079,Aglesk Cluster,Insogma-Coka System,05B5:0080:01F6:0042,The Arm of Habundj,Aipeio-Nicer XIV System
0E5E:0083:0A58:0079,Kogii,Dische,0D1D:0082:039E:0015,Rofjorg Shallows,Sumyrme I
0E5F:007E:058A:0079,Imunan Quadrant,Neilad-Ulenq,0BB8:007E:0DA6:0072,Lifberthy Conflux,Riensi-Beia
0E5F:0081:0975:0079,Yugget Expanse,Kimryu,0199:0080:090D:001E,Juipai Void,Akyoto
0E5F:0082:074B:0079,Awheav,Hormar,034A:0080:03B9:0037,Honyee,Equule-Tadto
0E5F:0083:05AF:0079,Cugilly Conflux,Iroishi,0147:0080:07FC:005E,Lomoria Expanse,Yisokol-Kazi
0E60:007E:08A6:0079,Ewcomi Terminus,d11,020E:0080:0A3C:005C,Sea of Ikotoss,z11
0E60:0081:06B7:0079,Lurusv Mass,Nacangjia X,03C3:007E:0322:0039,Saovae Nebula,Sembokut
0E61:007D:0850:0079,Cizike Instability,Agraixo-Hohh,07C7:0083:0E53:0033,The Arm of Iguaco,Inhutl
0E61:007F:0868:0079,Gogorrets Boundary,Ameyamer,056A:0083:0236:005B,Riamst,Riturkra IV
0E62:0082:08C4:0079,Naheimrie Cloud,Ihamak XIII,036F:0080:0C71:0058,Guntzi Quadrant,Saba Cable
0E63:007D:0640:0079,Olynuhol Spur,Hiyako-Gluneb XIII,0E81:0081:0721:0052,Lingalts Shallows,Tajorielde
0E63:007F:0771:0079,Sea of Raaseti,Avndarhve,0CFA:0082:0409:0001,Fugend,Dumoreso
0E64:007E:0888:0079,Enburc Boundary,Aeuman-Kog,04C5:0083:0287:0077,Demandu Adjunct,Kusjonum
0E64:0082:0727:0079,Sea of Faxing,Snezhy,093C:007D:01B9:0022,Xihuaor Terminus,Utsams-Gla
0E65:007F:0843:0079,Edvaru Mass,Usonod XIX,0C57:007C:0C9D:0059,The Arm of Enilekfur,Yuzhukov V
0E66:0080:08BA:0079,Esdemo,Aistia-Tie,0B31:0083:0D84:0076,Xuterhah Spur,Wojiaq XII
0E67:007C:0995:0079,Gihvene Sector,d8,07C1:007F:0E89:001E,Bolkho Cluster,z8
0E67:007D:0733:0079,Gavins Cluster,Yaizuw-Tiza,0E40:007B:06AC:005E,Koytheikki Nebula,Dingin
0E68:007C:069C:0079,Waneph Cluster,Pidonte,03F9:007E:0D1C:0018,Gwionop Void,Ulmatou
0E68:007C:0846:0079,Utkinar Adjunct,Turpan,0C12:007C:0CE0:0046,Sea of luricola,Niquer
0E68:007E:08E9:0079,Bigori Mass,Neungm VIII,01EC:007E:0A10:0048,Nueken Adjunct,Mejigas-Rod
0E68:0083:0A50:0079,Eprango Void,Gawanash,0193:0081:05E8:0057,Yarfiel Cloud,Maibaras
0E69:0080:08FA:0079,Opmansh Nebula,Naldin,0B41:007F:0D88:006F,Gawuli,Nonjosh-Tur VII
0E6B:007C:05D6:0079,Riosate,Dedost,07B9:0082:0148:002C,Abhawcet,Kihach
0E6B:007C:09E6:0079,Hunhorec Instability,Norman-Bogka,0164:007E:075F:006B,Lazahr,Rurindvi
0E6B:007E:088C:0079,Uynice Fringe,Osloug-Gegeka,056C:007E:0DD6:0072,Syrild,Ridwigho
0E6B:0080:06E8:0079,Tipathr Adjunct,Carlage-Myzya,04C0:0082:0D95:0016,Kawrigau,Zachard-Riho I
0E6B:0080:07BC:0079,Obsinga,Tabash,0A8B:007C:0DD4:0060,Oljaws Void,Hanaga XVI
0E6C:007C:0624:0079,Sea of Naeborm,Ulsalk,0E72:007C:0983:0064,Brzemly Boundary,Zusumx XVI
0E6C:007D:0AA1:0079,Oilzobmc Instability,Ketaji-Reriap,0D17:0080:0CA0:004A,Omanter Instability,Angotenba
0E6C:007E:08C8:0079,Sea of Mimocot,Gajoriu-Lou,01AD:0081:06E8:0054,Usbarev Cloud,Sukhbaat XV 
0E6C:0082:06D6:0079,Harenkie Sector,Nihonjot IV,019A:007E:0706:005B,Udmiku,Mathuyra
0E6D:007E:0A33:0079,Uzansc Spur,Kuyunni-Nora,0CEA:007F:0C9A:003F,Dextoni Sector,Razuhsk
0E6E:007E:09EC:0079,Eakitc Band,Raviti-Gari XII,0D29:007E:0C33:002D,Sonvil Cluster,Raatet
0E6F:007C:06B1:0079,Hensolme Fringe,Nocerwai,0458:007E:029B:003D,Espliv Fringe,Cequren-Etima III
0E6F:007E:0701:0079,Maberto,Hohhoeli,038D:0080:0352:0043,Rasulla Shallows,Samati-Shn
0E6F:007F:09A0:0079,Wanowar Anomaly,Ungligen XVIII Ssystem // G9p,0D55:007C:0423:0011,Ratocus,Akomai IV System // G1pf // water
0E6F:0081:06D5:0079,Giyldemez Adjunct,Onezak II,0E69:007E:08E9:0056,Lowry Terminus,Reyston-Hasuy
0E70:007D:06BD:0079,Kestano,Suantac System // F3 // Water,055F:007C:0DF1:0070,Akkipp Band,Usvari-Zini System // F0p 
0E70:0082:0720:0079,Nuyinyi Mass,Igognup-Megu,0605:0080:01DC:0005,Bataesto Conflux,Plavas-Negden
0E70:0082:08C1:0079,Upayan Mass,Olberi,02CE:007E:0BCB:0017,Sthawk Cloud,Eidiusa-Gaja
0E71:007C:062C:0079,Rytuhenta,Wachah-Nanch,07A5:007C:0EA0:0046,Iitoke Nebula,Thernaf VIII
0E71:007C:06A2:0079,Dehmanj Conflux,Ibetsu,01BD:0081:09DA:004A,Nartwu Nebula,Xandaykh
0E71:007C:070F:0079,Ubyagi Instability,Ozelensk,056C:007E:0213:0024,Ejtolme Shallows,Igosuki-Yublos III
0E71:007C:082D:0079,Yerdele Cluster,Ifangy-Loch,0E39:0080:096E:0034,Itworla Spur,Bihira
0E71:007E:0944:0079,Huilas Adjunct,Uonuma V System,0718:007C:0E71:0059,Fihels Mass,Hiomiya System
0E71:007F:0842:0079,Alyans Void,Afangsun ,0205:0083:05BB:003A,Ijiesbur Quadrant,Rydosie-Loj
0E72:007C:0983:0079,Brzemly Boundary,Ruteboux,0B66:007D:0261:0032,Alepch Shallows,Juahtungu III
0E73:007B:07DE:0079,Icjach,Furagia-Gorid,0307:0081:03F9:004F,Onmantj,Uginab-Guchi
0E73:007C:08E1:0079,Slaini Cloud,Tamilu-Onhal XVI,0D06:007D:0C0C:0026,Itzamenh Expanse,Xiliuh-Ogra
0E73:007C:09CD:0079,Nunayeu,Itkyaku,015B:0080:0822:002F,Vibinn Cloud,Sembokut
0E73:007E:07CF:0079,Pipishea Sector,Xatedem,052B:007B:0DBA:0066,Ihlanudhs Cluster,Ahokote-Teo
0E73:007E:0983:0079,Boyleo,Chcomnem XI,032F:0082:0388:0073,Izmians Band,Okottakor
0E74:007F:063E:0079,Diceeth Cluster,Aparald-Kajol VIII,047F:0083:0DA4:0009,Letsude Conflux,Tilgaf-Yozr XV
0E75:007D:07EE:0079,Bucansu,Xipinn-Sin XI,08A9:007C:0E5D:003E,Zeybakin Nebula,Yedexoisa
0E76:007E:0A9B:0079,Locasp Nebula,Neqwayu XIX,0DD8:007E:0BAF:003E,Kofflema,Uuraki
0E76:007E:0B95:0079,Ieckman Boundary,Pepleybur,00FD:007D:05DA:0061,Olundjin,Yirgosp XII
0E76:0081:0674:0079,Thalis,Tosvilla IX,016E:007C:086E:0068,Ayrhon Adjunct,Omfordb VIII
0E76:0082:0CB1:0079,Gunwit Cloud,Iuzhr-Sino,0096:007F:052C:003A,Dedharasch,Guxungt IX
0E76:0083:0621:0079,Babogii Shallows,Nutanoya,0320:007E:0371:0055,Xoblaliet,Enxionq-Jioka
0E76:00A0:0B43:0079,Ocnairwi Instability,Halomol,0E93:0081:0AE6:0019,Anymope Band,Hiihuah XIX
0E77:007C:0A6E:0079,Podere Instability,Opeiad,0BA8:007E:0DC9:006A,Sea of Ridensesm,Glungq
0E77:00A1:0B44:0079,Agmaarha,Susakun III,05FF:007C:0EE7:004E,Kaveyk Void,Zoongtunx XIII
0E7A:007E:0688:0079,Bucaub Conflux,Baysahny,045A:0082:0D7C:0022,Fupalm Instability,Bameng
0E7B:007C:08AD:0079,Yoblintan Sector,Abashi,0591:0083:0DFB:0058,Gudrajaaks Cluster,Ikolchi-Myo
0E7B:007D:070F:0079,Gatanabon Adjunct,Nezomea,0D94:007E:0B51:0032,Bobyfiliq Terminus,Hibinqi
0E7B:0080:0876:0079,Lohalie Anomaly,Kangxinyo,0A9E:007F:021C:003F,Loland,Racian-Uayin
0E7B:0082:0703:0079,Limara Quadrant,Barong-Iuda XVII,0E70:0082:0720:0039,Nuyinyi Mass,Duholitslis
0E7C:007F:0621:0079,Erwinn Adjunct,Eiping-Adg,0163:0081:06F0:0036,Rayaji Sector,Azinoo-Douk II
0E7D:0080:0C81:0079,Ruzunuak Terminus,Eusiane,038D:0081:0E74:0067,Onlivas Cloud,Singasvels
0E7D:0081:0848:0079,Sea of Voorbud,[shb] Ifnalder,0194:0080:0789:006C,Lehynic,[shb] Ryachy-Gol
0E7D:0082:08C4:0079,Mobidi Quadrant,Holadna-Vas,0B0C:0081:0DB7:0021,Kaqchis Mass,Nochelo-Ulga
0E7E:007D:0905:0079,Asteinsub Terminus,Ubchern-Sudam V,04F5:007C:0239:001B,Gocrv Cloud,Kushuna-Hirdi II
0E7E:0082:0B30:0079,Koljak Adjunct,Oxundu-Miehb XI,0B55:007D:01A4:003D,Hosfeld Cluster,Cityan-Ravo I
0E7F:007C:0847:0079,Groyphi Nebula,Keioolfu,0B59:0080:027B:000A,Rokovsk Terminus,Iadusti-Jeyish
0E7F:007D:069E:0079,Ginaisae Spur,RJ_0006,01A5:007F:09BC:004F,The Arm of Gemire,Guhualiaw
0E80:007D:09F5:0079,Jikisaga,Okaiyi,0888:007E:0EB6:003C,Wurmon Void,Tupuskaz VII
0E80:0082:064D:0079,Aahemi Cluster,Eangha,0159:0081:0799:0045,Cllobar Mass,Erdmar I
0E81:007D:099F:0079,Fefitha Quadrant,Ugaigion,0E92:007C:0709:005B,Nenaefi Sector,Kazaifu-Pion
0E81:0081:0721:0079,Lingalts Shallows,Kopje-Ahagi,0887:007F:0E79:0071,Okersens Sector,Jokortec
0E82:007F:05F5:0079,Sea of Jogowe,Jukuts-Siverf,064A:0080:0E8A:004E,Miusiar Instability,Etjengi-Nawa
0E82:007F:0A50:0079,Ueelatv Shallows,Onsari-Kum ,03CF:007E:0D6C:0041,Udwortam,Budyon
0E84:007B:0A6E:0079,Soorta Adjunct,Lothage II,0EBA:007F:097D:006A,Diwodia,Opinsky-Banin XIII
0E84:007D:0923:0079,Ukoterk Nebula,Hijiay-Yoxis,0DCA:0080:0B12:0041,Votaiowat Expanse,Mimabas XV
0E84:007F:08A5:0079,Nasdoraj Cloud,Jixiexi-Pepiso,0E4D:007F:0673:003E,Dihawerd Fringe,Kiharak
0E85:007F:066A:0079,Eduato Band,Circhet,0438:0082:0D77:0078,Sea of Rasercia,Jodupp-Yatys
0E87:007D:0839:0079,Isuntin Conflux,Ratyomol,024C:007D:0B15:0021,Zochko,Homaiy-Litnin
0E87:007F:092D:0079,Ofskow Instability,Bekinog-Neobk XIX,03B9:0082:0D00:0028,Pakana,Yognusc
0E87:0081:06A2:0079,Zoryana Adjunct,Nayosek-Risi,0E3A:007E:05CC:005F,Erophil Boundary,Lopuscawa
0E88:007D:0931:0079,Umclan Anomaly,Arkanis Idolum,066D:007C:0E65:0015,Kahmu Anomaly,Nolonus
0E88:0082:0995:0079,Nowaik,Olitamy-Unqi,04BB:007E:0DD0:0022,Itxsantu,Ochelt-Pavli
0E89:007F:093B:0079,Peding,Pojarkl-Log,035B:007E:0CB2:0002,Bezeli Nebula,Lesietr-Urp VIII
0E89:0080:0805:0079,Aetonesi,Luettek,01C9:007F:09DD:0015,Eztiku Cluster,Utashig-Lokul
0E89:0081:0C5F:0079,Lofrimiha,Kihamu,0D93:007F:0D74:005A,Saffatenn Quadrant,Sasago-Thup
0E8A:007E:0A61:0079,Lajipol Adjunct,Falopa XVII,012A:0081:0708:0070,Nukiewono Instability,Umnesk-Omu
0E8A:007F:08C0:0079,Faneyaay Shallows,Roforli-Lifs,0E87:007D:0839:000B,Isuntin Conflux,Ninsky
0E8B:007D:0A24:0079,Myvita Adjunct,Peyxisr,0591:007D:0E5F:006F,Gogesni Mass,Ulungs-Gallm
0E8B:007E:064B:0079,Herudenew,Guohek-Vad,0228:0080:04B4:003F,Vazotz,Jejudiab
0E8B:007E:085E:0079,Wadrakmanm Boundary,Fawarddis XVII,0280:0081:0484:000C,The Arm of Ajna,Uastok
0E8B:007F:0881:0079,Ektraccan,Steettaro XIX,0E71:007C:070E:0007,Ailiani,Yiliscutum
0E8B:007F:09B6:0079,Pummer Band,Black Hole Portal Epsilon,034E:007C:0CC8:0078,Picush Nebula,Resonance Cascade of Xen
0E8D:007C:0AAE:0079,The Arm of Rynichi,Budono,02A7:0082:0C8E:0041,Liiakh,Nudetel-Sra XII
0E8F:007C:0AAF:0079,Sea of Rypehus,Uuraka-Lume,01E5:007C:0B7D:004B,Yalliybrib,Trenie
0E8F:007D:06B3:0079,Aiweu Spur,Tehtuym-Nisa,0D1A:007C:0C3C:0012,Mupushud Terminus,Decella-Vast
0E8F:0080:09AA:0079,Holorin,Bitraun-Puye XIV,0284:0082:0BE2:0004,Sea of Zoyelsru,Jakobs-Lefird XIII
0E90:007F:0814:0079,Goffiessa Band,Uzangu,0DD7:007C:0ADC:003E,Ojuewa Void,Arguta
0E90:0080:0666:0079,Aguthung Conflux,Black Hole Mixuk,033E:007E:0CB7:003C,Rucide Quadrant,Gigorma-Kune
0E90:0080:07BE:0079,Caylis Conflux,Cagonn-Innf VIII,08DA:0082:0E72:0069,Dodurru Sector,Miokay-Guko XVII
0E91:007C:08E4:0079,Foglina Cluster,Bubeltsar X,0210:0082:0527:0004,Yoriesn,Yungriv
0E91:007F:0875:0079,Ekliko Quadrant,Ekundig-Tay,0268:0082:049E:0018,Agsakall Expanse,Erskyv
0E91:007F:0C46:0079,Jaoish Conflux,Ichroth,012E:0080:0443:0070,Zolibri Void,Kutorque VI
0E91:0080:087E:0079,Oktisb,Egraysk VII,0E6D:0082:06D7:0022,Lexacoc Shallows,Imonbe-Tig
0E92:007B:05D4:0079,Swincagn Boundary,Uginami,0D33:007C:0387:0060,Sea of Iemher,Butzuoh-Akri
0E92:007B:08AD:0079,Yotapi Instability,Kutorya,0CA1:0080:0CA2:0020,Iucholbe Quadrant,Alonde-Ega
0E92:007C:0709:0079,Nenaefi Sector,Wasaki V,0737:007B:0E88:0056,Goibni,Egurois-Liger II
0E93:007C:090B:0079,Soolhy Terminus,Borias-Amak,0E99:0082:0845:0024,Nonafren,Dessap
0E94:0076:093E:0079,Roxonola Frontier,SD-BH-E-1,0E7A:007E:0684:0007,Lefnerung,Endaish-Neya
0E94:0080:074C:0079,Keerezm Adjunct,Black Hole Portal Eta,0542:0081:0209:003B,Zoutri,Platform Nine and Three Quarters
0E96:007E:07A6:0079,The Arm of Emetete,Elvirg IX,01A5:0081:0988:006E,Icitabot Anomaly,Umusse-Yovka VII
0E96:007E:0807:0079,Upolyn Band,Gaganxoka,0326:0081:039F:003E,Jodrzes Mass,Jimaritab
0E98:007E:077A:0079,Zitikha,Beltar-Oshis,0178:0082:074B:0018,The Arm of Zayaeva,Oboriya VIII
0E99:0082:0845:0079,Nonafren,Florai-Aemit,0E5F:0081:0975:006C,Yugget Expanse,Tisheches
0E99:0088:06A0:0079,Oerich Sector,GRM2019.100-Black Pinsky,02AF:007F:03F0:002E,Tornaea Mass ,GRM2019.101-Laywool
0E9A:007E:0836:0079,Snanho,Ruenning IV,0D92:007D:048E:0038,Ceryston Adjunct,Heusiar VIII
0E9A:007F:087C:0079,Auolung,Creste-Enest,0D93:0082:0B72:0068,Reluspra Instability,Bigiley-Eldra
0E9B:007C:0911:0079,Meritas Spur,Yadrins-Ash XIII,0193:007C:0651:002C,Odrejo Spur,Okegau
0E9B:0086:06A1:0079,Dafydod Cluster,GRM2019.113-Black Oglebe,0E63:007E:09FB:0029,Dojuhte,GRM2019.114-Orgard
0E9C:007C:068A:0079,Rodmulan Expanse,Villia-Ico,0D4F:007C:03E7:0067,Cuterry,Zinamesh
0E9C:007D:0689:0079,Ciumfu Sector,Loreindb,0D9E:007F:0450:0009,Agretelac Nebula,Ulmatou
0E9C:007D:068A:0079,Aausri Adjunct,Renuh-Otum,0DDE:007D:0B41:0035,Lesabay Fringe,Iserli-Panyi
0E9C:0082:0850:0079,Nidwadbu,Gweifa-Dings,0B9C:0080:0284:0035,The Arm of Lovmorr,Enjarja
0E9D:007B:0689:0079,Tiliena Mass,Zainst,0B4B:007B:0DDB:001D,Washarm,Suitaak
0E9D:007B:068A:0079,Nuytian,Gosenn-Legze,045A:0081:0DA3:0049,Sea of Mucolutero,Voaleyny
0E9D:007C:0689:0079,Heskaiw Mass,Neiaede,07C0:007E:014A:0065,Vibibib Fringe,Sylaiu
0E9D:007C:068A:0079,Luiarihal Spur,Ulebezhn,0DD3:007C:04A6:0019,Lujurib Instability,Yeyppir VIII
0E9D:007C:068B:0079,Ivathba Spur,Benxia-Zoho,0DAB:0082:0B98:0046,Loptahe,Myokor-Urt
0E9D:007D:0689:0079,Roomec Instability,Ihweyfa,0E10:0080:051C:0033,Alayor,Augusting V
0E9D:007D:068A:0079,Jeaufric,Ookaya-Nad,0D60:007E:0C04:0060,Yirayev Mass,Defordan
0E9D:0080:0AC0:0079,Ryusovac Fringe,Butzuo XVIII,09D6:0082:0EDD:003A,Fossen,Vatning
0E9D:0082:07DC:0079,Lumpel Sector,Teboter-Abi XVII,017A:007C:0749:0048,Voszkov Void,Amgyang-Ork XIV
0E9E:007C:0689:0079,Eekins Instability,Leptavu III,08A9:007F:014D:0017,Nocagnusso Instability,Iedabi-Ashih XIII
0E9E:007C:068A:0079,Laanac Fringe,Ranlunob,0E39:007D:0577:0044,Ceyllis Sector,Aleona-Iris II
0E9E:007C:068B:0079,Urians Cluster,Alhama,0D21:0083:0C53:0071,Iuxian Spur,Zurugaw
0E9E:007C:07FD:0079,Hateinbir Adjunct,Meligton XIX,0711:007F:0E80:0002,Payami,Ustoft Mimas XV
0E9E:007D:068A:0079,Apmani,Netstik-Atori,0CCB:007E:0CB7:0012,Muhaumu Band,Erappi-Kiyus
0E9E:0083:080E:0079,Brecor Cluster,Ixstownh,0489:0080:026D:0066,Cusiksik Shallows,Tulkioj
0E9F:007E:09F6:0079,Itzweg Conflux,Yidunhu-Syz VII,05C1:007B:0E79:0033,Velanceg Conflux,Lucife
0EA0:007F:0872:0079,Higwell Cloud,Jitoftir,06C9:0080:0E7A:0001,Atelcaea Void,Utland III
0EA0:0082:080A:0079,Ralynamot Mass,Ansiaraco VIII,0A8D:0083:01F3:0076,Ewtondur,Epizesism
0EA1:007C:06F8:0079,Gekomon Band,Idakab-Rozhe,0323:0081:0374:0051,Teykeyriab Adjunct,Romara-Ikkyu I
0EA1:007C:0935:0079,Umkhur Expanse,Caacrint System,0556:0082:01DF:006E,Sea of Mijeang,Aatlundi System
0EA3:0083:0728:0079,Liculika Void,Hihira-Yonic,0943:0081:0E82:004C,Eepkatyr,Ninastj
0EA3:0085:06F0:0079,Isende Shallows,Zelendov XV,03E3:007B:02C2:006F,Cukowalas Band,Woomeng-Rya
0EA3:0087:06EF:0079,Goualma Cloud,Onoichi,018D:007E:064D:0051,Akaeanu Band,Telnyev
0EA4:007C:0A27:0079,Eotinad,Ivkartk-Vatn,017E:0080:0A65:0023,Nevoorb Anomaly,Odonodin
0EA5:007F:07D6:0079,Usrind Nebula,Iuraia-Miqu,038B:0080:0323:004E,Koonates Cluster,Jelmarrek
0EA6:0078:099C:0079,The Arm of Aoguar,Kainaza,0CC1:0080:032A:005A,Lagrent Anomaly,Kandrov-Spere XIX
0EA6:0078:099D:0079,Feberans Conflux,Popandi,0E80:007D:09F5:000F,Jikisaga,Utannurtu IX
0EA6:007F:04DE:0079,Fayeune,Iyskiye,0155:0080:0AF6:002D,Iegela,Yatnango XV
0EA6:007F:074F:0079,Urgham Expanse,Asumis-Mulu,0E0F:0082:0AAA:005A,Tethaus Cluster,Kamadalam
0EA7:0078:099C:0079,Desler Cluster,Laberet,03E7:007F:0D6C:000C,Emeder Boundary,Stpurrk
0EA7:0079:099D:0079,Ahauste Void,Nedquisu,0657:007F:0167:0008,Opitib Sector,Asavins XIV
0EA7:007B:08A1:0079,Hihiro Terminus,Hivangor,0234:0081:04C5:0019,Kowaim,Efukaimi
0EA9:0077:099B:0079,Gehtlet Sector,Ircianu,03EA:0080:0291:0064,Duzhanu Sector,Wellega-Mukon
0EA9:0082:0645:0079,Elkitchie,Siivik,0837:007D:0ED3:0009,Gibbyif,Pimersha
0EA9:0082:0646:0079,Ewyanse Boundary,Nozhouch,04C3:007E:01FD:0045,Wiamon Void,Wesburyd
0EA9:0082:0647:0079,Lapipew Instability,Ginastu-Angel,0E32:0081:0ADD:0009,Pesslea Quadrant,Tajima
0EAA:007F:0910:0079,Jigagnu Nebula,Ardonsky VI,0B5C:0083:0234:001E,Yixenik Void,Naiyor-Chya
0EAA:0082:0645:0079,Kovsezk Fringe,Pompai,074A:007D:0ECA:0034,The Arm of Xinapu,Hoyanovn IX
0EAA:0082:0646:0079,Haanii,Mulumbay,059A:007F:019C:006F,Raxvesp Sector,Ismiri-Auk
0EAA:0082:08B7:0079,Ewkimb Expanse,Kobeoka-Nucel XIV,0DDE:007F:04E2:0054,Yotshas Sector,Hekinam-Urumq VIII
0EAA:0083:09A8:0079,Nuefan Fringe,Ivkazatez V,0EB1:0080:06BC:002A,Uataan Mass,Icinden-Itsus
0EAB:0081:089E:0079,Ankasmil Mass,Ryport-Eac XIX,0E22:007D:0A84:0078,Oogeom Cloud,Yamamo-Aira
0EAE:007C:08EF:0079,Utrobi Shallows,Yucehsh,0EA8:007B:08A2:002F,Efraon Anomaly,Fefhamp
0EAF:007B:069C:0079,Buschowe,Azunato-Ilie,0310:0082:035C:0053,Edquaay Spur,Esnive V
0EAF:007E:03B7:0079,Obgent Spur,Urries,0914:007C:0FCC:0071,The Arm of Adnerat,Ozovob-Ubu
0EAF:007F:09B6:0079,Weydams Nebula,Atagat,0E9A:0082:0637:0056,Ioccaeu Mass,Usonoda-Mordo
0EAF:0082:0932:0079,Majhwalu Cloud,Kimineum VIII,038F:007F:02EF:005A,Duiweu Quadrant,Eakewe-Altow
0EB0:0079:0653:0079,Wembut Anomaly,Hikuma I,0B45:0081:0E00:0049,Oolonsu,Abjorg-Umus
0EB0:007C:082C:0079,Womoolfn,Vezhne-Ozov XVI,0168:007C:0733:0027,Bozois Conflux,Habenae-Noom III
0EB0:007D:07A9:0079,Jujustele Adjunct,Zakizaw XIV,0173:007B:06E3:004A,Avskiten Adjunct,Morsano
0EB0:007D:07E7:0079,Urosku,Ayasebon,045D:0082:0273:005B,Pawiteserr Quadrant,Gielde-Gexun
0EB0:007E:0990:0079,Nimasa Boundary,Ropolzh,0D21:007D:0383:002C,Viushkiga,Izkimor-Srede I
0EB0:007F:0741:0079,Nesagnatub Nebula,Ruvomins System,0CC8:007D:0357:0025,Ryoung Void,Ukangma System//F9pf
0EB1:007B:0832:0079,Hiehbo,Black Hole #3,0E88:007D:0931:0026,Umclan Anomaly,Imbus 8
0EB1:0080:06BC:0079,Uataan Mass,Haxby,0BFD:0080:0D6F:0078,Friyota Adjunct,Osibirsk II
0EB2:007E:075D:0079,Yivonac,Ixoisar XV,026B:007F:0457:0044,Tebeekias Expanse,Dudursp-Isb IV
0EB3:007D:08D5:0079,Dobadjin Expanse,Aaning-Uko,0834:0083:0EB2:0005,Movolu Void,Putiaw V
0EB4:007C:0747:0079,Lisinan Fringe,Tiburnh-Awle,08E5:007C:0160:0069,Iukiss Conflux,Olgii VIIl
0EB4:007D:0962:0079,Omchul,Cakeniv,01B6:0082:0A97:0002,Edfowl Shallows,Imdaleswa
0EB5:007F:0974:0079,Sluepetra Adjunct,Hematusch,0C78:0080:02DF:0073,Elchehe,Mosomon-Usum XI
0EB8:007E:0BE0:0079,Eipner Quadrant,Aufarv,0C2B:0082:0E7B:000F,Lewikirc,Mukshak
0EB8:0083:073B:0079,Clidji,Rukhaan-Rimar I,0E81:007D:099F:003E,Fefitha Quadrant,Inzaif
0EB9:007D:088F:0079,Julasho Adjunct,Gljufar-Abra,075F:0081:0EAA:0004,Gokobun Shallows,Tumeng-Nasre
0EB9:007F:097C:0079,Gazetaem,Movsko,0E29:007F:050D:002B,Cepsig,Unzent-Rikett
0EBB:0082:095C:0079,Doppera Nebula,Nodracal,08F5:007E:0142:006D,Bevasuz,Lesidila
0EBD:007E:0650:0079,Voronta Fringe,Urfisc-Mibos XVII,0DFB:007C:0B6C:0007,Nollane,Whamps-Sug
0EBE:007C:09B6:0079,The Arm of Illinyti,Shalit-Erika,0997:007D:0EB7:0025,Aygane Fringe,Eriaxi-Wuquar
0EBF:007E:0824:0079,Vemadubor Quadrant,Posuychr,0A66:007D:0E3D:0063,Weshande,Shiueh-Towa III
0EC1:0082:07F4:0079,Eugebenay Spur,Spiyski-Ragya,014F:007D:086F:0021,Exphinon Mass,Fofisks
0EC2:007D:05B1:0079,Suijikis Cluster,Macity-Iuan,00FA:007F:08E9:006B,Bakepatu Band,Rabbame
0EC2:007E:067E:0079,Wiraoui Anomaly,Tatlefarn,087A:007C:0127:0077,Nioldrumu,Arnanc-Ciusi XV
0EC2:0082:09A9:0079,Yeforbar Shallows,Gusukumaz XVI,0E0E:0081:04B1:005A,Ropovac Terminus,Ualiaws-Uchi
0EC3:0080:067D:0079,Coanna,Nifleenab,01E8:007E:0B2B:0075,Gashan,Sicansa-Lumu
0EC3:0081:0CC0:0079,Pitanik,Antamen-Tito,04C7:0082:0072:0044,Osztoc Cloud,Apporoz-Exam
0EC4:007C:0791:0079,Yaksha Mass,Wirteg,09AB:007B:0E84:0011,Edwenh Cloud,Mishios VII
0EC4:0081:0691:0079,Eggetanj,Eedhams-Ovn,06FE:0081:0137:0069,Upolyh Void,Ueyuan
0EC4:0083:0692:0079,Yenkat Conflux,Kubaluxi,0DE0:007F:0477:0044,Urthunz Cluster,Liningl-Tugl XI
